 1.35935639e+04  4.85043806e+01  1.35935639e+04  1.24104791e+02 
 1.46779927e+04  4.80373271e+01  1.46779927e+04  1.22084827e+02 
 1.58489319e+04  4.75494953e+01  1.58489319e+04  1.20130105e+02 
 1.71132830e+04  4.70423092e+01  1.71132830e+04  1.18247125e+02 
 1.84784980e+04  4.65172546e+01  1.84784980e+04  1.16440884e+02 
 1.99526231e+04  4.59758389e+01  1.99526231e+04  1.14714928e+02 
 2.15443469e+04  4.54195543e+01  2.15443469e+04  1.13071452e+02 
 2.32630507e+04  4.48498496e+01  2.32630507e+04  1.11511428e+02 
 2.51188643e+04  4.42681069e+01  2.51188643e+04  1.10034761e+02 
 2.71227258e+04  4.36756258e+01  2.71227258e+04  1.08640447e+02 
 2.92864456e+04  4.30736130e+01  2.92864456e+04  1.07326731e+02 
 3.16227766e+04  4.24631767e+01  3.16227766e+04  1.06091258e+02 
 3.41454887e+04  4.18453252e+01  3.41454887e+04  1.04931210e+02 
 3.68694506e+04  4.12209683e+01  3.68694506e+04  1.03843427e+02 
 3.98107171e+04  4.05909214e+01  3.98107171e+04  1.02824512e+02 
 4.29866235e+04  3.99559107e+01  4.29866235e+04  1.01870921e+02 
 4.64158883e+04  3.93165797e+01  4.64158883e+04  1.00979037e+02 
 5.01187234e+04  3.86734959e+01  5.01187234e+04  1.00145227e+02 
 5.41169527e+04  3.80271578e+01  5.41169527e+04  9.93658886e+01 
 5.84341413e+04  3.73780020e+01  5.84341413e+04  9.86374872e+01 
 6.30957344e+04  3.67264096e+01  6.30957344e+04  9.79565821e+01 
 6.81292069e+04  3.60727126e+01  6.81292069e+04  9.73198445e+01 
 7.35642254e+04  3.54171993e+01  7.35642254e+04  9.67240710e+01 
 7.94328235e+04  3.47601198e+01  7.94328235e+04  9.61661898e+01 
 8.57695899e+04  3.41016908e+01  8.57695899e+04  9.56432649e+01 
 9.26118728e+04  3.34420995e+01  9.26118728e+04  9.51524955e+01 
 1.00000000e+05  3.27815076e+01  1.00000000e+05  9.46912139e+01 
 1.07977516e+05  3.21200546e+01  1.07977516e+05  9.42568804e+01 
