 1.00000000e+00  3.98823455e+01 
 1.07977516e+00  3.98823455e+01 
 1.16591440e+00  3.98823455e+01 
 1.25892541e+00  3.98823455e+01 
 1.35935639e+00  3.98823455e+01 
 1.46779927e+00  3.98823455e+01 
 1.58489319e+00  3.98823455e+01 
 1.71132830e+00  3.98823455e+01 
 1.84784980e+00  3.98823455e+01 
 1.99526231e+00  3.98823455e+01 
 2.15443469e+00  3.98823455e+01 
 2.32630507e+00  3.98823455e+01 
 2.51188643e+00  3.98823455e+01 
 2.71227258e+00  3.98823455e+01 
 2.92864456e+00  3.98823455e+01 
 3.16227766e+00  3.98823455e+01 
 3.41454887e+00  3.98823455e+01 
 3.68694506e+00  3.98823455e+01 
 3.98107171e+00  3.98823455e+01 
 4.29866235e+00  3.98823455e+01 
 4.64158883e+00  3.98823455e+01 
 5.01187234e+00  3.98823455e+01 
 5.41169527e+00  3.98823455e+01 
 5.84341413e+00  3.98823455e+01 
 6.30957344e+00  3.98823455e+01 
 6.81292069e+00  3.98823455e+01 
 7.35642254e+00  3.98823455e+01 
 7.94328235e+00  3.98823455e+01 
 8.57695899e+00  3.98823454e+01 
 9.26118728e+00  3.98823454e+01 
 1.00000000e+01  3.98823454e+01 
 1.07977516e+01  3.98823454e+01 
 1.16591440e+01  3.98823454e+01 
 1.25892541e+01  3.98823453e+01 
 1.35935639e+01  3.98823453e+01 
 1.46779927e+01  3.98823453e+01 
 1.58489319e+01  3.98823452e+01 
 1.71132830e+01  3.98823452e+01 
 1.84784980e+01  3.98823451e+01 
 1.99526231e+01  3.98823450e+01 
 2.15443469e+01  3.98823450e+01 
 2.32630507e+01  3.98823449e+01 
 2.51188643e+01  3.98823448e+01 
 2.71227258e+01  3.98823446e+01 
 2.92864456e+01  3.98823445e+01 
 3.16227766e+01  3.98823443e+01 
 3.41454887e+01  3.98823441e+01 
 3.68694506e+01  3.98823439e+01 
 3.98107171e+01  3.98823436e+01 
 4.29866235e+01  3.98823433e+01 
 4.64158883e+01  3.98823429e+01 
 5.01187234e+01  3.98823425e+01 
 5.41169527e+01  3.98823420e+01 
 5.84341413e+01  3.98823414e+01 
 6.30957344e+01  3.98823407e+01 
 6.81292069e+01  3.98823399e+01 
 7.35642254e+01  3.98823390e+01 
 7.94328235e+01  3.98823379e+01 
 8.57695899e+01  3.98823367e+01 
 9.26118728e+01  3.98823352e+01 
 1.00000000e+02  3.98823335e+01 
 1.07977516e+02  3.98823315e+01 
 1.16591440e+02  3.98823292e+01 
 1.25892541e+02  3.98823265e+01 
 1.35935639e+02  3.98823233e+01 
 1.46779927e+02  3.98823196e+01 
 1.58489319e+02  3.98823153e+01 
 1.71132830e+02  3.98823103e+01 
 1.84784980e+02  3.98823045e+01 
 1.99526231e+02  3.98822977e+01 
 2.15443469e+02  3.98822897e+01 
 2.32630507e+02  3.98822805e+01 
 2.51188643e+02  3.98822697e+01 
 2.71227258e+02  3.98822571e+01 
 2.92864456e+02  3.98822424e+01 
 3.16227766e+02  3.98822253e+01 
 3.41454887e+02  3.98822054e+01 
 3.68694506e+02  3.98821822e+01 
 3.98107171e+02  3.98821551e+01 
 4.29866235e+02  3.98821235e+01 
 4.64158883e+02  3.98820866e+01 
 5.01187234e+02  3.98820437e+01 
 5.41169527e+02  3.98819936e+01 
 5.84341413e+02  3.98819352e+01 
 6.30957344e+02  3.98818671e+01 
 6.81292069e+02  3.98817877e+01 
 7.35642254e+02  3.98816952e+01 
 7.94328235e+02  3.98815873e+01 
 8.57695899e+02  3.98814615e+01 
 9.26118728e+02  3.98813148e+01 
 1.00000000e+03  3.98811439e+01 
 1.07977516e+03  3.98809445e+01 
 1.16591440e+03  3.98807121e+01 
 1.25892541e+03  3.98804412e+01 
 1.35935639e+03  3.98801253e+01 
 1.46779927e+03  3.98797570e+01 
 1.58489319e+03  3.98793277e+01 
 1.71132830e+03  3.98788272e+01 
 1.84784980e+03  3.98782438e+01 
 1.99526231e+03  3.98775636e+01 
 2.15443469e+03  3.98767707e+01 
 2.32630507e+03  3.98758465e+01 
 2.51188643e+03  3.98747691e+01 
 2.71227258e+03  3.98735134e+01 
 2.92864456e+03  3.98720497e+01 
 3.16227766e+03  3.98703439e+01 
 3.41454887e+03  3.98683558e+01 
 3.68694506e+03  3.98660391e+01 
 3.98107171e+03  3.98633395e+01 
 4.29866235e+03  3.98601942e+01 
 4.64158883e+03  3.98565299e+01 
 5.01187234e+03  3.98522615e+01 
 5.41169527e+03  3.98472902e+01 
 5.84341413e+03  3.98415013e+01 
 6.30957344e+03  3.98347616e+01 
 6.81292069e+03  3.98269169e+01 
 7.35642254e+03  3.98177886e+01 
